,0
1164,BEALL ST
1165,BAY CEDAR DR
1166,S SOUTHWEST SER N FWY
1167,CUMMINS ST
1168,FURLONG LN
1169,W NASA PKWY
1170,14TH ST N
1171,DEL MONTE DR
1172,GREENS PKWY
1173,HILLCROFT
1174,BANEWAY DR
1175,MANCHESTER ST
1176,LONGWOOD TRCE
1177,HENRY RD
1178,ROSEDALE ST
1179,GUHN RD
1180,S SAM HOSTON TOLL ROAD WEST
1181,FM0525
1182,BAY BRANCH DR
1183,DEUSSEN PKWY
1184,COURT RD
1185,MUESCHKE RD
1186,DUNLAP ST
1187,SAM HOUSTON PKWY S
1188,BINTLIFF DR
1189,BRIARPARK DR
1190,DETERING ST
1191,CHRISTOPHER PL
1192,TICKLESEED LN
1193,12TH ST N
1194,MEDICAL CENTER DR
1195,E LOUETTA RD
1196,E FM 1960
1197,DESERT MARIGOLD DR
1198,E CANINO RD
1199,ALDINE MAIL ROUTE RD
1200,FURAY RD
1201,W CHAMFER WAY
1202,THORN ST
1203,WISCONSIN ST
1204,QUEENSBURY LN
1205,MONTRIDGE DR
1206,SOUTHWELL ST
1207,PROSPECT GLEN LN
1208,BELLAIRE BL
1209,BARKERS CREST DR
1210,KATY HOCKLEY RD
1211,EMPORIUM DR
1212,W LITTLE YORK
1213,DESTINY PARK CT
1214,W GULF BANK RD
1215,MUNGER ST
1216,GULFTON
1217,WIER DR
1218,6TH ST
1219,N KIRKWOOD RD
1220,MEMORIAL CITY WAY
1221,GRANT ST
1222,HYDE PARK BLVD
1223,RIPPLEBROOK DR
1224,HOLLOCK ST
1225,FAIRDALE LN
1226,OSAGE ST
1227,AEROBIC AVE
1228,OLD CYPRESSWOOD DR
1229,CHESTERGATE DR
1230,DEASA DR
1231,MANOR DR
1232,HERMANN DR
1233,RIDGESTONE ST
1234,WELBECK DR
1235,CHARLES RD
1236,BIG SPRINGS DR
1237,E ELM ST
1238,BUDDE RD
1239,HONOLULU ST
1240,LONGSTREET RD W
1241,HONEA EGYPT RD
1242,FM 149
1243,RILEY ST
1244,OLD TX 105 W
1245,BUTERA RD
1246,DAYFLOWER DR
1247,PENINSULA BLVD
1248,WALKER ST
1249,JONES RD W
1250,E FIFTH ST
1251,DOLORES ST
1252,PIN OAK RD
1253,LEE ST
1254,LAKESTONE DR
1255,W COMPAQ CENTER DR
1256,SCARSDALE RD
1257,BROOK MEADOW DR
1258,SOUTHBLUFF BLVD
1259,FLEUR DE LIS BLVD
1260,N ROCK DR
1261,CR 164
1262,RUNNELS ST
1263,N DIXIE DR
1264,CRESTFORD PARK LN
1265,GENOA RED BLUFF RD
1266,CANFIELD ST
1267,LAKESIDE DR
1268,HOLLISTER DR
1269,N MACGREGOR DR
1270,RIDGEPATH RD
1271,DELANO ST
1272,CORTLANDT ST
1273,MORRISON ST
1274,CLARKCREST ST
1275,WALDO ST
1276,N TEXAS AVE
1277,LONGENBAUGH DR
1278,ARVANA ST
1279,DEW CIR
1280,KELLER ST
1281,WEDNESBURY LN
1282,S MILLBEND DR
1283,MARINETTE DR
1284,LAKE FRONT CIR
1285,GREEN MEADOW LN
1286,COUNTY LINE RD
1287,ROCKY RD
1288,JEFFERSON CHEMICAL RD
1289,FM 1484 RD
1290,RUSSELL DR
1291,PETTY WALKER RD
1292,FOXBURO DR
1293,HUFFMAN CLEVELAND RD
1294,THOMPSON FERRY RD
1295,S PARK VIEW DR
1296,CROWNRIDGE DR
1297,AVENUE F
1298,E KNOX DR
1299,SS0529
1300,COFFEE ST
1301,KLAUKE RD
1302,J MEYER RD
1303,DIPPING LN
1304,COTILLION DR
1305,NORTHPOINT DR
1306,LEAGUE LINE RD
1307,PASADENA BLVD
1308,GARRETT RD
1309,HEATHFIELD DR
1310,PRESTON RD
1311,FRIENDSWOOD LINK RD
1312,ED KHARBAT DR
1313,WOODFAIR DR
1314,PEREZ RD
1315,COUNTY ROAD 25
1316,S FRAZIER ST
1317,N FRAZIER ST
1318,SS0010
1319,NELSON WAY
1320,GERKEN RD
1321,GENTRY ST
1322,BAKER RD
1323,ALLENDALE RD
1324,FM 528
1325,RUSK ST
1326,N BRIARMEAD DR
1327,HAMBLEN RD
1328,KINGSPOINT
1329,LOU EDD RD
1330,W MOUNT HOUSTON RD
1331,SUMMER NIGHT LN
1332,RIATA RANCH BLVD
1333,MOWERY RD
1334,KIRKWOOD DR
1335,PERSHING ST
1336,C E KING PKWY
1337,HOLZWARTH RD
1338,W HOUSTON AVE
1339,BRIARCREEK BLVD
1340,FERNHOLLOW LN
1341,STRAKE DR
1342,HILLER ST
1343,NORTHBOROUGH DR
1344,W CAVALCADE ST
1345,E TIDWELL RD
1346,AVENUE L
1347,ALBELIA MEADOWS DR
1348,NICHOLS SAWMILL RD
1349,SANTA FE ST
1350,HOLLY HALL ST
1351,VELASCO
1352,ELMSIDE DR
1353,UPLAND DR
1354,S COURSE DR
1355,LAKE MOUNT PLEASANT RD
1356,SMITH
1357,CHEENA DR
1358,FOSSIL CREEK DR
1359,HUFSMITH KUYKENDAHL RD
1360,VIA BELLA DR
1361,BOULDER OAKS DR
1362,VISCARO LN
1363,VISION LN
1364,COUNTRY PLACE DR
1365,LAMONTE LN
1366,MITCHELLDALE ST
1367,LA ROCHE LN
1368,COUNTY ROAD 602
1369,CHRISMAN RD
1370,HOBBS RD
1371,VILLAGE WAY
1372,VALLEY FORGE DR
1373,VOSS RD
1374,S PINEY POINT RD
1375,STRAWBERRY ST
1376,N BRYAN ST
1377,CREST HILL DR
1378,S 8TH ST
1379,BF1960A
1380,MCKAY DR
1381,FM3345
1382,RIVERSTONE BLVD
1383,W LEWIS ST
1384,FONDREN GROVE DR
1385,DOUBLE LAKE DR
1386,CARTWRIGHT RD
1387,LAKESIDE MEADOW DR
1388,WALKER RD
1389,8TH ST
1390,PINECROFT DR
1391,RENFRO BURFORD RD
1392,S RICHEY ST
1393,WESTLAKE HOUSTON PKWY
1394,N DAIRY ASHFORD RD
1395,KELVIN DR
1396,CROTEAU DR
1397,WARD RD
1398,PALMSPRINGS DR
1399,N AVE N
1400,FM1495
1401,SCANLIN RD
1402,W SYCAMORE ST
1403,WALDER CT
1404,GALVESTON RD
1405,WILLIAMS WAY BLVD
1406,LAMAR FLEMING
1407,ENSENADA CANYON LN
1408,IRONSIDE CREEK DR
1409,STASSEN ST
1410,E 23RD ST
1411,DECKER PRAIRIE ROSEHILL RD
1412,RED BUD ST
1413,ALMEDA SCHOOL RD
1414,AZALEA ST
1415,11TH ST
1416,E SAM HOUSTON PW
1417,HARE COOK RD
1418,STRANG RD
1419,CEDAR POST LN
1420,CYPRESS WAY DR
1421,DEER TRAIL DR
1422,PRAIRIE ST
1423,CLEARWOOD
1424,OVERBROOK LN
1425,SS0548
1426,DEWALT ST
1427,W GREENS RD
1428,HOUSTON AVE
1429,EGBERT ST
1430,E AIRTEX DR
1431,PITNER RD
1432,WINDSWEPT LN
1433,AIRTEX DR
1434,SMILING WOOD LN
1435,DAISY MIST LN
1436,RIO DEL SOL DR
1437,RADCLIFFE ST
1438,WESTOFFICE DR
1439,SKYLINE DR
1440,TRIWAY LN
1441,16TH ST
1442,MICHIGAN AVE
1443,COLLEGE AVE
1444,RIVERWOOD CT
1445,BS0105T
1446,FM0787
1447,CARR RD
1448,CLINTON DR
1449,W BROAD ST
1450,WINFIELD RD
1451,BOHEMIAN HALL RD
1452,MADDEN RD
1453,WICKBY ST
1454,CORETTA CT
1455,TETELA DR
1456,CHARLES ST
1457,CALLIE ST
1458,SL0573
1459,SHAW AVE
1460,KIETH HARROW BL
1461,PANSY ST
1462,W SOUTHMORE AVE
1463,STRAWBERRY RD
1464,W ARCHER RD
1465,AUSTIN AVE
1466,BEUSCH DR
1467,E HARRIS AVE
1468,BAYLAND AVE
1469,PROVIDENCE ST
1470,CYPRESSWOOD DR 423
1471,WESTWARD ST
1472,E RED BLUFF RD
1473,GLENMONT DR
1474,MILLSTREAM BEND LN
1475,S FRONT ST
1476,PARTLOW LN
1477,CASCADING BROOK WAY
1478,CYPRESS RIDGE LN
1479,OLD ANGLETON RD
1480,COUNTY ROAD 212
1481,EL BERNARDO RD
1482,COUNTY ROAD 171
1483,COUNTY ROAD 210
1484,MOBILE ST
1485,BOB WHITE DR
1486,S RICHEY AVE
1487,RAMPART ST
1488,MCKEEVER RD
1489,COUNTY ROAD 99
1490,TWO AIRLINE FORT BEND RD
1491,HIGHWAY 288
1492,SMITH RANCH RD
1493,DACOMA RD
1494,PEARLAND SITES RD
1495,WINDSOR POINTE DR
1496,MOLINE ST
1497,BLISS ST
1498,VERNAGE RD
1499,WORTHAM BLVD
1500,BAUER HOCKLEY RD
1501,HUNTERS RIDGE DR
1502,ROLLINGBROOK ST
1503,N COMMERCE ST
1504,LEE DR
1505,CROSSVIEW DR
1506,CLAYTON DR
1507,LORRAINE DR
1508,MACKENZIE DR
1509,BAYTOWN CENTRAL BLVD
1510,TANNER PARK CT
1511,TOUCHSTONE ST
1512,FORT WORTH ST
1513,N HOUSTON ROSSLYN RD
1514,RAESTONE ST
1515,HARTLEDGE RD
1516,CRABB RIVER RD
1517,BELKNAP RD
1518,BUTTERCUP LN
1519,KRESS ST
1520,MAHOGANY WAY
1521,W HARDY ST
1522,KIMBLE LEDGE LN
1523,WHITE HEATHER
1524,PAMELA DR
1525,W FUQUA
1526,N 6TH ST
1527,N BELT DR E
1528,RIDLON ST
1529,KATY MILLS BLVD
1530,COKE ST
1531,CHERRY PARK B DR
1532,FORD RD
1533,PORTER LN
1534,SCHROEDER RD
1535,FM0362
1536,ST BEULAH CHAPEL RD
1537,LANEVIEW RD
1538,OSBURN RD
1539,HARRIS AVE
1540,W BELLFORT
1541,PEARLAND PKWY
1542,CR 264J
1543,S HARGRAVE ST
1544,BLODGETT ST
1545,WENTWORTH ST
1546,LA BRANCH ST
1547,GREENDOWNS ST
1548,EMMET HUTTO BLVD
1549,TREE MOSS PL
1550,FM2351
1551,SPRING PARK CENTER BLVD
1552,PIEDMONT CREEK TRL
1553,BREEN ST
1554,MILLSVIEW RD
1555,RUTHBY
1556,TURTLEWOOD DR
1557,NICKY ST
1558,CR 323
1559,COUNTY ROAD 244
1560,CR 25
1561,N GESSNER DR
1562,HEBERT RD
1563,KIPLING ST
1564,WESTLAND EAST BLVD
1565,S AUSTIN ST
1566,LAWNDALE AVE
1567,CR 288
1568,AZALEA WAY
1569,TX 249
1570,DANESWOOD CT
1571,CLAVERTON DR
1572,BAMMEL N HOUSTON RD
1573,CYPRESS STATION
1574,W RICHEY RD
1575,KLEINWAY DR
1576,MOSIELEE ST
1577,WINDING BAYOU TRCE
1578,TUAM ST
1579,SOVEREIGN DR
1580,CHARTERSTONE DR
1581,STONEFIELD DR
1582,GLEANNLOCH FOREST DR
1583,KELBURN DR
1584,W RITTENHOUSE ST
1585,BUCK ST
1586,LYONS AVE
1587,BREWSTER ST
1588,HEINER ST
1589,FM1097
1590,E CYPRESSWOOD DR
1591,LINK RD
1592,E NASA PKWY
1593,E STROKER RD
1594,STANCLIFF RD
1595,LINKWOOD DR
1596,BATHURST DR
1597,E OREM DR
1598,NELL ST
1599,CLEAR LAKE CITY BLVD
1600,BAYWAY DR
1601,COUNTRY CLUB VW
1602,N HIGHWAY 146
1603,S MACGREGOR WAY
1604,QUILLBACK DR
1605,FERRY HILL DR
1606,KIRBY ST
1607,NEUENS RD
1608,VANDYKE DR
1609,DIVELLEC LN
1610,RHODES RD
1611,MIRAMAR CREST DR
1612,N WESTWARD ST
1613,9TH ST N
1614,3RD AVE N
1615,CANARY CIR
1616,FM 1765
1617,N PALMER HWY
1618,N HUMBLE CAMP RD
1619,9TH AVE N
1620,WILLOW RD S
1621,CONVERSE ST
1622,LARKIN ST
1623,AVENUE B
1624,SJOLANDER RD
1625,CHERTSEY CIR
1626,ROSEWOOD DR
1627,FALL MEADOW LN
1628,CHRISTMAS FERN ST
1629,WEST
1630,COLES CROSSING DR
1631,DORBRANDT ST
1632,ROGERDALE RD
1633,GRAMERCY ST
1634,PORT O CALL ST
1635,HEATHERTON HILL LN
1636,N DIAMONDHEAD BLVD
1637,PRESTWOOD DR
1638,VALLEY CREST LN
1639,HAVNER LN
1640,AVON PARK LN
1641,CR0006
1642,GLENWEST DR
1643,S WIMBLEDON DR
1644,BROOKGLADE CIR
1645,SOREN LN
1646,HOGAN ST
1647,ARLINGTON ST
1648,STAPLES ST
1649,FM1405
1650,E 14TH ST
1651,BORUSAN RD
1652,FM 1942
1653,15TH ST N
1654,MEADOWLARK LN
1655,NARCISSUS ST
1656,WALLISVILLE LIBERTY RD
1657,W FM 1960 BY
1658,POWERS RD
1659,EL CAMINO REAL DR
1660,DARLING ST
1661,FM 1774
1662,HAWTHORNE ST
1663,MORTON RANCH RD
1664,6TH ST W
1665,DELSANTOS ST
1666,ETTRICK DR
1667,MARKET ST RD
1668,LYONS
1669,WHITE ST
1670,TAYLOR ST
1671,SAWMILL RD
1672,OLD HIGHWAY 105
1673,COLLEGE PARK DR
1674,WALMART HOME DEPOT RD
1675,KIETH HARROW BLVD
1676,FOXLAKE DR
1677,HIGHWAY 6 N
1678,PEDERSON RD
1679,HENKE ST
1680,LAUREL ST
1681,S HOUSTON AVE
1682,SOUTH 13TH STREET
1683,BRAMLET DR
1684,S 1ST ST
1685,E DALLAS ST
1686,PILGRIMS POINT DR
1687,KATY MILLS CIR
1688,E 5TH ST
1689,SHADY CYN
1690,LYRIC RD
1691,SWANSBURY DR
1692,BUESCHER DR
1693,SUNNYWOOD DR
1694,PRESTON ST
1695,MONARCH MIST LN
1696,CASH RD
1697,SCOTLAND
1698,BERNIE AVE
1699,N ALLEN GENOA RD
1700,WESTHOLLOW DR
1701,WAYFOREST DR
1702,LANGFIELD RD
1703,RUTHERFORD LN
1704,JAMES LN
1705,ALICE ST
1706,FM2403
1707,4TH ST
1708,SUGAR PINE DR
1709,CR 595
1710,N SARAH DEEL
1711,LEWISTON CT
1712,JACKRABBIT RD
1713,AVENUE N
1714,STOKES RD
1715,W LAMAR ST
1716,E 33RD ST
1717,FISHER RD
1718,HARVARD ST
1719,TOWN AND COUNTRY WAY
1720,US0045
1721,CAROLINE ST
1722,BOTANY LN
1723,ROSEBUD ST
1724,WOODEDGE DR
1725,GREENCREEK DR
1726,MAJESTICBROOK DR
1727,KINSDALE CROSSING LN
1728,HARTFORD ST
1729,S POST OAK DR
1730,ASHBROOK DR
1731,DOLLY WRIGHT ST
1732,YALE
1733,LAREDO ST
1734,MAGNOLIA ST
1735,MEADOW LARK LN
1736,LUELLA BLVD
1737,CHERRY ST
1738,DIXIE FARM RD
1739,E WALNUT ST
1740,ROMERO DR
1741,CAPROCK DR
1742,CALDER DR
1743,W FM 646
1744,FM1266
1745,COCHRAN RD
1746,S CHERRY ST
1747,ISAACKS RD
1748,TIGER LILLY WAY
1749,WINDMOOR DR
1750,WHITTIER DR
1751,FM 2855
1752,FM1887
1753,CROCKER ST
1754,WESTPARK
1755,SUNSET BLVD
1756,WADE RD
1757,FS0149
1758,PITNER
1759,NORTHLINE DR
1760,ROTHWELL ST
1761,GRAND MISSION BLVD
1762,TYLER RUN
1763,ROCKHILL ST
1764,AVE Q
1765,SHARPSTOWN CENTER
1766,TIERRA GRANDE DR
1767,ABIGAL DR
1768,EASTEX FW DR
1769,SPANISH NEEDLE DR
1770,WINDSONG TRL
1771,RALSTON ST
1772,FM0361
1773,CHISWICK RD
1774,CRYSTAL SPRINGS DR
1775,WOODLAND HILLS DR
1776,COOK ST
1777,CAIRNLEIGH DR
1778,CORNELL ST
1779,CAIRNWAY DR
1780,BAIRD CT
1781,SUNRISE WAY
1782,TORREY FOREST DR
1783,OLD HOLZWARTH RD
1784,RILEY RD
1785,WILOAK ST
1786,FRUEND ST
1787,GREENRIDGE DR
1788,BIRCH VILLA DR
1789,ROOKIN ST
1790,BAYOU PLACE DR
1791,RIVER PLANTATION DR
1792,SEAHORSE BEND DR
1793,FM2004
1794,WESTFIELD PLACE DR
1795,S STRACK DR
1796,OLD BAMMEL N HOUSTON RD
1797,DACOMA ST
1798,BIG DEER DR
1799,GLENBURNIE DR
1800,MEADOW HILL DR
1801,DEW MIST LN
1802,TIDAL RD
1803,COEN RD
1804,RIVERWOOD DR
1805,RICEFIELD RD
1806,LEAMONT DR
1807,HUNTINGTON PLACE DR
1808,RED OAK DR
1809,ROYDON DR
1810,BOBBY LEE LN
1811,SEA LARK RD
1812,JACKSON ST
1813,VAN HUT LN
1814,EASTHAVEN BLVD
1815,N BONHAM AVE
1816,W BOOTHE ST
1817,STEWART ST
1818,BAUER RD
1819,MARKET PLACE DR
1820,HOMEWARD WAY
1821,GREEN RIVER DR
1822,SILVERDALE DR
1823,HIDDEN CANYON RD
1824,NEWTON DR
1825,CLODINE RD
1826,HECTOR AVE
1827,FM0360
1828,HICKORY LAKE DR
1829,GIBBS ST
1830,HONEYWELL RD
1831,FM1459
1832,FAIRBANKS NORTH HOUSTON RD
1833,E SAM HOUSTON S PKWY
1834,HERON DR
1835,OLD HOUSTON RD
1836,GROESCHKE RD
1837,BULLIS GAP DR
1838,DARBY SPRINGS WAY
1839,MATHIS LANDING DR
1840,SAKOWITZ ST
1841,CYPRESS WALK LN
1842,ROTHWAY ST
1843,RESEDA DR
1844,MAPLE ST
1845,JAMES BOWIE DR
1846,CRESTWORTH LN
1847,CRESCENT LANDING DR
1848,N REGAN MEAD CIR
1849,FM0770
1850,CHISHOLM TRL
1851,PARRAMATTA LN
1852,CLINE RD
1853,BERTRAND ST
1854,ELLINGTON ST
1855,BETHEL BLVD
1856,SOUTHERLAND RD
1857,BOBCAT RD
1858,EVANSTON ST
1859,HUFSMITH RD
1860,SILENT WOOD LN
1861,CIRCLE WAY
1862,PARKING WAY ST
1863,CIMARRON WAY
1864,SABO RD
1865,HANSEN RD
1866,DELWOOD ST
1867,DE LEON ST
1868,HAMLIN VALLEY DR
1869,BLUEROCK ST
1870,GRAND PLAINS DR
1871,E EAST SAM HOUSTON S PKWY
1872,WATSON ST
1873,CARVER PINES DR
1874,SCARSDALE BLVD
1875,PLEASANT COLONY DR
1876,CANTON WOOD CT
1877,STAFFORD RD
1878,ROSSLYN RD
1879,TANGLEWOOD TRAILS DR
1880,CHELTENHAM DR
1881,NORTHWOOD ST
1882,FALCON LANDING BLVD
1883,FM0524
1884,MILLMAC RD
1885,WAVERTREE DR
1886,WILLOW WISP DR
1887,GRAND PARK DR
1888,KNIGHTS CT
1889,LAKE OLYMPIA PKWY
1890,WINDING LAKES LN
1891,SUNBEAM ST
1892,W CROSSTIMBERS ST
1893,PROMENADE BLVD
1894,OATS ST
1895,RICE BLVD
1896,N BELTWAY 8 E
1897,HARDY RD
1898,CHERRY BROOK LN
1899,W BELTWAY 8 N
1900,MORINSCOTT DR
1901,JACKSON SAWMILL LN
1902,FARGO ST
1903,GULFTON ST
1904,FM1236
1905,WAKEFOREST ST
1906,TOPAZ TRAIL DR
1907,FAIRVIEW ST
1908,FOREST COLONY
1909,FANNIN
1910,MAPLE LN
1911,WILLOW FOREST DR
1912,MEADOWHILL DR
1913,CR0518
1914,WHEATLEY ST
1915,LAKEWOOD FOREST DR
1916,DOWDELL RD
1917,MOUNTAIN DALE DR
1918,VERMONT GREEN TRL
1919,JUNIPER PLACE CT
1920,INDUSTRIAL CT
1921,LONGMIRE RD
1922,NORTH BLVD
1923,CYBERONICS
1924,EGYPT LN
1925,CHANTELOUP DR
1926,N MCCARTY
1927,HARDIN STORE RD
1928,W GREENRIDGE DR
1929,DERBYWOOD GLEN LN
1930,ROWLETT RD
1931,MILL RIDGE DR
1932,WINDCHASE BLVD
1933,DUMBLE ST
1934,LOOP 494
1935,MOONGLOW DR
1936,ALBANS RD
1937,BRAEWICK DR
1938,BARNGATE CT
1939,BERKRIDGE DR
1940,CENTER ST
1941,MORGAN DR
1942,FOREST DR E
1943,CALHOUN RD
1944,LAKESIDE ESTATES DR
1945,PRODUCE ROW
1946,FM1663
1947,GRAND JUNCTION DR
1948,W 4TH ST
1949,TEWANTIN DR
1950,KENLAKE DR
1951,SOUTHFORK DR
1952,HUNTINGTON GLEN DR
1953,EAGLEWOOD GLEN TRL
1954,LANDWOOD DR
1955,GREENBRIDGE DR
1956,TAMINA RD
1957,BIRNHAM WOODS DR
1958,QUAIL HILLS DR
1959,DICKSON ST
1960,DELTA LAKE DR
1961,LONG PRAIRIE TRCE
1962,BRAESRIDGE DR
1963,SALLY ANNE DR
1964,BUSINESS CENTER
1965,GLASGOW ST
1966,FOY LN
1967,YANCY DR
1968,HIGHLINE BLVD
1969,TAINTOR ST
1970,LEY RD
1971,S CROSBY LYNCHBURG RD
1972,BLOSSOM ST
1973,E 2ND ST
1974,S CANARY YELLOW
1975,BRIARWEST BLVD
1976,GREENFORK DR
1977,DICKENSON RD
1978,VERMONT ST
1979,LUGARY DR
1980,QUAKER ST
1981,SOWDEN RD
1982,NEW TERRITORY BLVD
1983,DELAMERE DR
1984,W MEDICAL CENTER BLVD
1985,WALD RD
1986,E HOUSTON RD
1987,VALLIE RD
1988,CINNAMON LN
1989,NORTHCHASE DR
1990,S LOCKWOOD DR
1991,GINGER PONDS
1992,JUERGEN RD
1993,TIMBER CREEK PLACE DR
1994,HILLSDALE PARK DR
1995,N WILCREST DR
1996,PARK MAPLE DR
1997,BELLAIRE VIEW DR
1998,E 22ND ST
1999,RUSSETT DR
2000,RODEO SQUARE DR
2001,QUINN DR
2002,S TERMINAL RD
2003,HWY 6
2004,VERA DR
2005,WHEELER ST
2006,THIS WAY
2007,SANDALWOOD DR
2008,OAK DR
2009,LANDSDOWNE DR
2010,GRANITE ST
2011,31ST AVE N
2012,LOOP 197 N
2013,KIMBERLEY LN
2014,ASHFORD VILLA LN
2015,HARPER FOREST DR
2016,TIDEWATER DR
2017,BLUE RIDGE RD
2018,PEERLESS ST
2019,N 146 HWY
2020,MONROE PKWY
2021,MEADOWLAKE CT
2022,DE ZAVALLA RD
2023,ALBURY DR
2024,DENNIS ST
2025,S WAYSIDE
2026,ROBIN BLVD
2027,MORSE ST
2028,EL GRANATE DR
2029,BOWLING GREEN ST
2030,CALUMET ST
2031,ST JAMES PL
2032,EBBTIDE DR
2033,SUGAR BRANCH DR
2034,BELLSPRING DR
2035,BINEFIELD ST
2036,REEVESTON RD
2037,S SAM HOUSTON TOLL ROAD EAST
2038,S SAM HOUSTON TLWY W
2039,GLENMONT ESTATES BLVD
2040,N VICTORY DR
2041,GAINESVILLE ST
2042,BLAFFER ST
2043,JOHNSON ST
2044,TREE HOUSE LN
2045,E RICHEY RD
2046,S SOUTH SAM HOUSTON E PKWY
2047,HIGHCREST
2048,MALARDCREST DR
2049,TANGLEWILDE ST
2050,EICHLER DR
2051,SAUMS RD
2052,FARR ST
2053,FIELDS STORE RD
2054,N AVENUE H
2055,HERALD SQUARE DR
2056,FM2432
2057,SOUTH BEND CT
2058,E HARDY ST RD
2059,ORCHARD ARBOR LN
2060,LOUETTA GLEN DR
2061,FM0562
2062,RED BLUFF
2063,SH0065
2064,MAHONING DR
2065,TRICKEY RD
2066,BREEN DR
2067,DUNCAN RD
2068,PRIDES CROSSING RD
2069,T C JESTER AVE
2070,FOSTER RD
2071,DEDMAN ST
2072,OLD MONTGOMERY RD
2073,N WITTER ST
2074,FOREST MIST DR
2075,INDIAN SHORES RD
2076,LAGO TRACE DR
2077,LAWRENCE AVE
2078,WASHINGTON ST
2079,RIVERSTONE RANCH DR
2080,SAGEMARK DR
2081,KIRKVILLE DR
2082,SAGEYORK DR
2083,NATIONS DR
2084,SHARMAN
2085,BURDINE ST
2086,BOWSER RD
2087,KNOXVILLE ST
2088,RAILWOOD DR
2089,TREVOR WAY
2090,KATY MILLS
2091,LOS ALTOS DR
2092,FOREST SPRINGS LK
2093,NORTH FWY
2094,MULA RD
2095,PEACHTREE ST
2096,STONE MALLOW DR
2097,GRAPEVINE ST
2098,GREENWOOD POINT DR
2099,WEDGEWOOD ST
2100,PLAINFIELD RD
2101,WOODCHASE DR
2102,LIVE OAK ST
2103,RINGOLD ST
2104,BOLLING LN
2105,YOAKUM BLVD
2106,BARKSDALE DR
2107,MCCARTY ST
2108,EFFINGHAM DR
2109,PINE CUP DR
2110,SUNSET DUNE DR
2111,KINGSLEY ST
2112,NORTHGATE CROSSING BLVD
2113,BARKER CYPRESS
2114,MILLS BRANCH DR
2115,HIGH STAR DR
2116,DELL DALE BLVD
2117,ELSTREE DR
2118,LIBERTY HALL DR
2119,GENESSEE CREEK LN
2120,GOLF CLUB DR
2121,S MAIN ST
2122,NIMITZ ST
2123,MCGEE ST
2124,LUDINGTON DR
2125,KINGSPOINT RD
2126,E NAVIGATION BLVD
2127,CRYSTAL BAY DR
2128,S 9TH ST
2129,FM3155
2130,W WILLIS ST
2131,BS0035C
2132,S GORDON ST
2133,FAIRWAY DR
2134,COUNTY ROAD 160
2135,MUSTANG RD
2136,YORKTOWN ST
2137,TX 8 BELTWAY
2138,PARK LAKES CANYON TER
2139,SUMMER OAK DR
2140,CRENSHAW RD
2141,CROQUET LN
2142,DIEMER RD
2143,NEUMAN RD
2144,PANAMA ST
2145,BRAMLEY DR
2146,MISSION ESTATES DR
2147,FREEDOM LN
2148,DAVENWOOD DR
2149,SAGEBERRY DR
2150,DABNEY DR
2151,AVENUE J
2152,A BAR DR
2153,SOUTHMORE AVE
2154,E ARCHER RD
2155,BLUEBERRY HILL DR
2156,HUDSON OAKS DR
2157,FM 524
2158,HARKEY RD
2159,ZAVALLA ST
2160,VILLAGE LEAF DR
2161,WINGBORNE LN
2162,LAKE VISTA DR
2163,W F M 1960
2164,GULF BANK RD
2165,MUIRFIELD LN
2166,CLAYTON HILL RD
2167,SUMPTER
2168,JOHANNA
2169,DIEPPE RD
2170,QUAIL PARK DR
2171,HADLEY ST
2172,BROADFIELD BLVD
2173,HEIGHTS BLVD
2174,SAM HOUSTON TLWY S
2175,WILD OAK DR
2176,VISION PARK BLVD
2177,BLUE ASH DR
2178,BEVERLYHILL ST
2179,ROLLING CREEK DR
2180,BRIDGESTONE OAK DR
2181,W TAVENER RD
2182,SAN SIMEON DR
2183,FM1959
2184,ROSETHORN DR
2185,S DAIRY ASHFORD
2186,MONTCLAIR DR
2187,DRUMMOND ST
2188,GREENWAY FOREST LN
2189,TOWNSEN BLVD
2190,TOWNSEN BLVD W
2191,TOWNSHIP LN
2192,W CROCKETT ST
2193,E HOUSTON ST
2194,UNDERWOOD RD
2195,MAGNOLIA RD
2196,TWIN OAKS BLVD
2197,MAPLE LEAF DR
2198,FM2094
2199,TALLOW FOREST ST
2200,MEADOWVIEW DR
2201,US0006
2202,GLENN LAKES LN
2203,SHADOW CREEK PKWY
2204,ROY RD
2205,AUTUMN LAKE TRL
2206,MCLEAN RD
2207,MEGAN ST
2208,LOTUS DR
2209,W DEFEE AVE
2210,KATY MILLS PKWY
2211,RODGERDALE RD
2212,KITE HILL DR
2213,LAKE ST
2214,ELSER ST
2215,BRAES RIVER DR
2216,PARK MEADOW DR
2217,COMMERCIAL CENTER BLVD
2218,KINGSRIDE LN
2219,WESTWOOD NORTH DR
2220,BELTWAY 8 RD
2221,CR 60
2222,SANDY POINT RD
2223,AUTO PARK WAY
2224,HEIGHTS RD
2225,COUNTY ROAD 564A
2226,HARRIS ST
2227,PRICE PLAZA DR
2228,OWENS ST
2229,FM2611
2230,N WINFREE ST
2231,N CLEVELAND ST
2232,COUNTY ROAD 143
2233,CR 59
2234,MILBY ST
2235,OLD SPANISH TRL
2236,VISTA VILLAGE LN
2237,SOUTHBANK ST
2238,CORDER ST
2239,SOUTHCREST ST
2240,GLENLOCH DR
2241,S DIAMONDHEAD BLVD
2242,WILLOWBROOK MALL
2243,I 10
2244,BROWNWOOD ST
2245,N LOUISIANA DR
